id,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
387,6,121,28,0,0,13,8,0,0,0,17,28,8,14,12,0,0
388,6,23,8,0,0,5,0,0,0,0,5,7,3,3,2,0,0
389,6,245,96,0,0,35,26,0,0,0,18,74,30,44,36,0,0
390,4,107,42,0,0,24,3,0,0,0,10,33,16,12,10,0,0
391,4,98,35,0,0,3,6,0,0,0,7,36,11,15,13,0,0
392,3,115,48,0,0,14,14,0,0,0,13,45,17,15,14,0,0
393,7,122,54,0,0,35,10,0,0,0,17,40,18,21,18,0,0
394,7,225,63,0,0,79,13,0,0,0,32,61,26,19,11,0,0
395,3,103,54,0,0,14,16,0,0,0,11,44,18,20,18,0,0
396,11,269,127,0,0,22,27,0,0,0,26,120,48,38,31,0,0
397,7,41,10,0,0,5,3,0,0,0,7,8,1,9,8,0,0
398,3,30,7,0,0,6,0,0,0,0,1,8,2,6,3,0,0
399,3,91,24,0,0,28,8,0,0,0,11,36,11,9,2,0,0
400,1,20,8,0,0,0,2,0,0,0,3,6,4,2,0,0,0
401,7,299,152,0,0,43,65,0,0,0,26,139,53,48,46,0,0
402,3,75,25,0,0,6,9,0,0,0,11,33,11,4,3,0,0
403,11,168,52,0,0,13,20,0,0,0,29,56,19,25,14,0,0
404,3,63,17,0,0,12,1,0,0,0,6,16,2,21,13,0,0
405,11,331,172,0,0,107,26,0,0,0,43,152,60,73,52,0,0
406,3,108,55,0,0,44,7,0,0,0,11,42,19,22,17,0,0
407,3,70,13,0,0,16,3,0,0,0,5,12,3,10,7,0,0
408,7,137,55,0,0,42,10,0,0,0,9,40,16,29,23,0,0
409,7,117,40,0,0,30,6,0,0,0,8,38,16,9,8,0,0
410,11,213,77,0,0,62,19,0,0,0,31,63,24,37,29,0,0
411,11,417,158,0,0,89,31,0,0,0,47,144,60,56,38,0,0
412,7,76,7,0,0,18,0,0,0,0,16,22,2,10,3,0,0
413,11,130,70,0,0,31,11,0,0,0,23,48,17,49,36,0,0
414,11,371,127,0,0,41,62,0,0,0,33,117,46,55,35,0,0
415,11,355,127,0,0,89,35,0,0,0,41,122,44,52,39,0,0
416,7,197,117,0,0,64,3,0,0,0,32,98,44,40,29,0,0
417,7,283,127,0,0,52,32,0,0,0,21,93,43,54,41,0,0
418,3,50,9,0,0,17,2,0,0,0,1,20,3,5,3,0,0
419,3,75,20,0,0,9,12,0,0,0,7,19,6,12,8,0,0
420,3,109,52,0,0,17,15,0,0,0,7,42,17,28,18,0,0
421,11,162,59,0,0,48,9,0,0,0,22,40,18,25,23,0,0
422,7,209,96,0,0,78,13,0,0,0,36,85,30,46,36,0,0
423,7,42,7,0,0,14,1,0,0,0,22,8,3,3,1,0,0
424,7,231,73,0,0,49,23,0,0,0,28,81,30,16,13,0,0
425,11,75,35,0,0,21,11,0,0,0,14,34,11,17,13,0,0
426,5,30,29,0,0,14,1,0,0,0,7,24,12,10,5,0,0
427,3,71,24,0,0,16,5,0,0,0,3,15,7,11,10,0,0
428,11,445,94,0,0,60,78,0,0,0,37,93,30,40,34,0,0
429,7,257,99,0,0,78,14,0,0,0,13,104,33,46,33,0,0
430,7,154,75,0,0,35,16,0,0,0,27,54,28,26,19,0,0
431,3,77,48,0,0,37,5,0,0,0,13,38,17,19,14,0,0
432,11,371,136,0,0,74,14,0,0,0,45,110,46,58,44,0,0
433,11,209,82,0,0,48,26,0,0,0,39,84,27,39,28,0,0
434,11,363,209,0,0,141,40,0,0,0,48,167,60,106,89,0,0
435,7,140,53,0,0,31,7,0,0,0,23,51,14,36,25,0,0
436,5,29,12,0,0,5,3,0,0,0,7,15,4,5,4,0,0
437,11,410,137,0,0,43,75,0,0,0,21,149,46,50,45,0,0
438,7,290,145,0,0,38,38,0,0,0,24,110,55,38,35,0,0
439,3,49,22,0,0,12,4,0,0,0,5,17,8,7,6,0,0
440,7,241,91,0,0,37,16,0,0,0,30,92,36,21,19,0,0
441,3,90,35,0,0,14,10,0,0,0,14,45,12,16,11,0,0
442,3,28,15,0,0,9,0,0,0,0,11,14,7,1,1,0,0
443,9,59,24,0,0,15,1,0,0,0,13,27,8,9,8,0,0
444,2,16,5,0,0,4,2,0,0,0,1,6,2,3,1,0,0
445,10,95,35,0,0,20,8,0,0,0,20,22,12,18,11,0,0
446,3,100,54,0,0,21,8,0,0,0,8,35,16,24,22,0,0
447,11,420,174,0,0,99,36,0,0,0,37,143,57,79,60,0,0
448,11,129,52,0,0,16,18,0,0,0,20,44,18,20,16,0,0
449,10,409,289,0,0,84,29,0,0,0,31,229,103,99,83,0,0
450,3,43,11,0,0,7,4,0,0,0,7,13,4,3,3,0,0
451,10,250,84,0,0,51,22,0,0,0,32,72,31,31,22,0,0
452,10,166,69,0,0,12,17,0,0,0,15,68,26,21,17,0,0
453,8,331,110,0,0,79,32,0,0,0,31,112,44,35,22,0,0
454,8,197,84,0,0,47,9,0,0,0,14,85,31,38,22,0,0
455,9,59,12,0,0,17,2,0,0,0,5,26,5,3,2,0,0
456,3,124,79,0,0,24,26,0,0,0,4,56,28,25,23,0,0
457,10,69,23,0,0,28,3,0,0,0,21,22,10,6,3,0,0
458,10,134,38,0,0,25,13,0,0,0,11,30,12,20,14,0,0
459,10,275,97,0,0,21,23,0,0,0,21,101,41,25,15,0,0
460,8,169,87,0,0,21,28,0,0,0,31,72,34,31,19,0,0
461,8,264,118,0,0,33,24,0,0,0,28,85,32,70,54,0,0
462,10,289,168,0,0,127,14,0,0,0,38,130,49,89,70,0,0
463,3,42,30,0,0,8,11,0,0,0,8,19,7,17,16,0,0
464,10,405,136,0,0,47,52,0,0,0,37,118,46,59,44,0,0
465,10,360,123,0,0,101,58,0,0,0,47,107,38,60,47,0,0
466,10,313,132,0,0,94,27,0,0,0,37,154,53,35,26,0,0
467,8,159,61,0,0,29,10,0,0,0,36,66,21,35,19,0,0
468,8,256,66,0,0,24,29,0,0,0,27,75,27,19,12,0,0
469,3,54,19,0,0,22,1,0,0,0,7,24,5,16,9,0,0
470,3,11,0,0,0,1,2,0,0,0,1,9,0,0,0,0,0
471,3,54,15,0,0,15,2,0,0,0,7,13,4,10,7,0,0
472,10,217,103,0,0,67,14,0,0,0,21,78,36,44,31,0,0
473,10,377,93,0,0,88,23,0,0,0,27,112,34,41,25,0,0
474,10,397,203,0,0,143,51,0,0,0,41,169,69,92,65,0,0
475,3,55,33,0,0,21,2,0,0,0,13,21,9,19,15,0,0
476,8,128,48,0,0,17,14,0,0,0,21,45,16,23,16,0,0
477,8,317,116,0,0,47,60,0,0,0,16,108,39,48,38,0,0
478,8,172,65,0,0,43,7,0,0,0,37,81,26,14,13,0,0
479,3,89,29,0,0,26,4,0,0,0,8,31,11,9,7,0,0
480,3,69,57,0,0,25,6,0,0,0,13,39,19,32,19,0,0
481,3,73,31,0,0,15,5,0,0,0,6,30,12,11,7,0,0
482,8,162,43,0,0,9,15,0,0,0,18,55,19,11,5,0,0
483,3,52,26,0,0,5,8,0,0,0,4,19,10,7,6,0,0
484,3,60,36,0,0,28,5,0,0,0,14,35,13,13,10,0,0
485,3,90,40,0,0,17,2,0,0,0,14,26,11,20,18,0,0
486,8,52,18,0,0,17,2,0,0,0,14,20,8,6,2,0,0
487,3,23,4,0,0,11,0,0,0,0,5,7,2,4,0,0,0
488,3,100,41,0,0,36,10,0,0,0,13,43,16,10,9,0,0
489,10,261,74,0,0,30,41,0,0,0,30,92,29,17,16,0,0
490,2,7,2,0,0,2,0,0,0,0,1,5,1,0,0,0,0
491,6,88,38,0,0,17,11,0,0,0,19,30,7,33,24,0,0
492,8,274,153,0,0,84,18,0,0,0,20,128,47,70,59,0,0
493,10,173,29,0,0,26,35,0,0,0,16,27,9,25,11,0,0
494,3,88,37,0,0,44,2,0,0,0,15,34,12,18,13,0,0
495,8,189,68,0,0,52,15,0,0,0,37,68,23,26,22,0,0
496,4,39,11,0,0,9,1,0,0,0,8,20,3,6,5,0,0
497,8,310,177,0,0,111,27,0,0,0,27,142,52,83,73,0,0
498,3,87,43,0,0,15,5,0,0,0,14,23,13,20,17,0,0
499,7,153,47,0,0,11,18,0,0,0,11,55,16,20,15,0,0
500,8,231,103,0,0,73,13,0,0,0,41,73,36,48,31,0,0
501,3,119,52,0,0,7,12,0,0,0,7,46,18,17,16,0,0
502,3,90,29,0,0,18,18,0,0,0,11,31,13,11,3,0,0
503,10,177,53,0,0,29,14,0,0,0,33,62,20,23,13,0,0
504,7,116,39,0,0,23,9,0,0,0,9,41,12,25,15,0,0
505,6,72,32,0,0,25,2,0,0,0,15,34,13,8,6,0,0
506,10,406,230,0,0,139,26,0,0,0,25,183,77,98,76,0,0
507,2,22,9,0,0,8,1,0,0,0,3,8,3,5,3,0,0
508,2,89,31,0,0,10,5,0,0,0,4,38,14,3,3,0,0
509,3,20,9,0,0,6,1,0,0,0,4,8,3,3,3,0,0
510,5,97,32,0,0,15,8,0,0,0,16,38,12,12,8,0,0
511,10,313,92,0,0,88,33,0,0,0,32,113,36,34,20,0,0
512,5,164,77,0,0,17,15,0,0,0,11,71,28,27,21,0,0
513,2,16,6,0,0,5,2,0,0,0,3,8,3,1,0,0,0
514,10,440,202,0,0,61,93,0,0,0,27,207,67,71,68,0,0
515,2,37,12,0,0,14,1,0,0,0,8,13,4,4,4,0,0
516,2,74,25,0,0,15,12,0,0,0,5,21,9,16,7,0,0
517,1,25,13,0,0,5,5,0,0,0,5,8,6,1,1,0,0
518,5,177,68,0,0,74,5,0,0,0,26,57,24,27,20,0,0
519,2,64,45,0,0,25,6,0,0,0,10,23,13,23,19,0,0
520,5,187,65,0,0,35,17,0,0,0,19,69,19,32,27,0,0
521,2,63,18,0,0,7,6,0,0,0,5,15,7,6,4,0,0
522,2,91,35,0,0,22,4,0,0,0,7,40,13,11,9,0,0
523,10,319,170,0,0,112,28,0,0,0,47,143,62,63,46,0,0
524,2,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
525,5,133,32,0,0,13,15,0,0,0,21,45,12,9,8,0,0
526,10,370,226,0,0,117,20,0,0,0,40,231,90,69,46,0,0
527,2,19,2,0,0,9,1,0,0,0,1,7,1,0,0,0,0
528,2,3,2,0,0,2,0,0,0,0,0,1,0,2,2,0,0
529,5,88,20,0,0,20,1,0,0,0,3,28,6,12,8,0,0
530,5,73,28,0,0,19,2,0,0,0,4,25,9,15,10,0,0
531,2,38,22,0,0,6,3,0,0,0,3,17,7,11,8,0,0
532,2,68,23,0,0,23,10,0,0,0,8,30,9,7,5,0,0
533,2,84,38,0,0,35,9,0,0,0,9,53,17,6,4,0,0
534,5,104,63,0,0,24,9,0,0,0,20,36,21,31,21,0,0
535,2,30,4,0,0,1,5,0,0,0,1,13,2,1,0,0,0
536,5,83,31,0,0,21,5,0,0,0,18,30,12,11,7,0,0
537,10,259,80,0,0,83,5,0,0,0,46,109,31,28,18,0,0
538,5,181,121,0,0,47,11,0,0,0,21,118,51,26,19,0,0
539,10,297,142,0,0,62,22,0,0,0,39,109,44,74,54,0,0
540,10,375,124,0,0,38,57,0,0,0,48,137,52,36,20,0,0
541,5,98,25,0,0,13,6,0,0,0,7,36,9,9,7,0,0
542,5,162,88,0,0,43,17,0,0,0,29,83,33,34,22,0,0
543,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,10,117,35,0,0,17,7,0,0,0,23,40,16,5,3,0,0
545,2,45,21,0,0,3,4,0,0,0,5,26,10,2,1,0,0
546,5,87,45,0,0,18,5,0,0,0,11,49,19,9,7,0,0
547,10,183,44,0,0,33,12,0,0,0,18,49,14,22,16,0,0
548,5,54,25,0,0,14,3,0,0,0,4,27,9,14,7,0,0
549,10,430,298,0,0,168,25,0,0,0,33,237,98,133,102,0,0
550,10,128,22,0,0,20,17,0,0,0,18,22,8,15,6,0,0
551,10,229,122,0,0,43,17,0,0,0,36,82,38,59,46,0,0
552,10,152,75,0,0,58,8,0,0,0,48,63,28,29,19,0,0
553,2,18,4,0,0,6,0,0,0,0,4,5,0,6,4,0,0
554,10,409,139,0,0,244,32,0,0,0,41,148,54,61,31,0,0
555,5,215,107,0,0,90,14,0,0,0,18,95,29,55,49,0,0
556,5,83,27,0,0,12,8,0,0,0,6,21,6,17,15,0,0
557,5,98,21,0,0,10,8,0,0,0,11,37,8,6,5,0,0
558,10,168,92,0,0,63,6,0,0,0,39,72,31,50,30,0,0
559,10,377,211,0,0,35,29,0,0,0,23,197,75,64,61,0,0
560,2,79,32,0,0,7,8,0,0,0,3,27,14,4,4,0,0
561,2,28,14,0,0,6,3,0,0,0,5,7,6,6,2,0,0
562,2,85,57,0,0,19,8,0,0,0,7,53,24,11,9,0,0
563,8,309,188,0,0,62,16,0,0,0,26,169,66,72,56,0,0
564,8,156,52,0,0,32,13,0,0,0,16,61,23,9,6,0,0
565,2,37,11,0,0,7,2,0,0,0,4,12,4,8,3,0,0
566,11,243,99,0,0,60,19,0,0,0,38,89,38,40,23,0,0
567,3,113,33,0,0,21,4,0,0,0,10,45,14,7,5,0,0
568,3,134,34,0,0,25,12,0,0,0,6,34,10,14,14,0,0
569,11,457,198,0,0,71,82,0,0,0,20,196,67,75,64,0,0
570,9,66,32,0,0,27,3,0,0,0,22,29,11,12,10,0,0
571,8,101,33,0,0,18,6,0,0,0,11,28,14,9,5,0,0
572,7,286,111,0,0,97,4,0,0,0,38,101,37,56,37,0,0
573,3,8,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0
574,7,182,90,0,0,70,11,0,0,0,27,87,32,37,26,0,0
575,8,277,76,0,0,38,31,0,0,0,14,81,30,20,16,0,0
576,8,327,110,0,0,84,32,0,0,0,24,109,36,51,38,0,0
577,8,252,98,0,0,82,30,0,0,0,21,138,40,23,18,0,0
578,11,418,305,0,0,115,37,0,0,0,48,221,111,99,83,0,0
579,3,43,10,0,0,7,5,0,0,0,6,16,4,3,2,0,0
580,11,349,192,0,0,119,18,0,0,0,52,194,68,72,56,0,0
581,7,134,42,0,0,36,3,0,0,0,20,43,15,16,12,0,0
582,3,39,12,0,0,14,0,0,0,0,7,16,4,6,4,0,0
583,8,189,87,0,0,69,14,0,0,0,18,78,30,33,27,0,0
584,8,75,31,0,0,24,4,0,0,0,7,22,10,16,11,0,0
585,6,62,39,0,0,12,2,0,0,0,15,30,12,20,15,0,0
586,7,99,46,0,0,19,5,0,0,0,12,44,18,18,10,0,0
587,2,79,18,0,0,5,7,0,0,0,5,28,7,6,4,0,0
588,3,32,10,0,0,8,0,0,0,0,8,14,5,0,0,0,0
589,2,72,33,0,0,21,1,0,0,0,9,31,12,14,9,0,0
590,11,227,108,0,0,62,18,0,0,0,23,89,36,50,36,0,0
591,2,33,18,0,0,16,2,0,0,0,1,17,7,5,4,0,0
592,7,236,67,0,0,33,40,0,0,0,13,60,25,24,17,0,0
593,11,332,86,0,0,37,51,0,0,0,36,88,36,26,14,0,0
594,2,32,8,0,0,11,1,0,0,0,3,11,1,8,6,0,0
595,11,148,53,0,0,45,8,0,0,0,21,66,23,10,7,0,0
596,7,72,20,0,0,13,6,0,0,0,9,38,8,8,4,0,0
597,3,25,9,0,0,4,0,0,0,0,4,14,3,6,3,0,0
598,10,147,47,0,0,24,12,0,0,0,24,42,17,22,13,0,0
599,2,30,12,0,0,8,5,0,0,0,7,20,3,8,6,0,0
600,11,430,266,0,0,181,20,0,0,0,31,230,90,118,86,0,0
601,10,91,17,0,0,14,7,0,0,0,20,21,5,9,7,0,0
602,2,27,10,0,0,10,0,0,0,0,7,10,4,5,2,0,0
603,11,352,202,0,0,90,16,0,0,0,50,174,74,59,54,0,0
604,2,63,24,0,0,9,3,0,0,0,5,26,12,1,0,0,0
605,2,31,15,0,0,10,2,0,0,0,9,15,5,5,5,0,0
606,10,168,46,0,0,62,9,0,0,0,32,52,12,33,22,0,0
607,4,11,8,0,0,3,0,0,0,0,0,9,3,3,2,0,0
608,9,355,136,0,0,221,24,0,0,0,24,133,48,66,40,0,0
609,8,290,103,0,0,87,6,0,0,0,27,131,45,23,13,0,0
610,3,131,80,0,0,45,6,0,0,0,10,64,25,36,30,0,0
611,3,50,18,0,0,4,4,0,0,0,5,23,8,3,2,0,0
612,11,199,73,0,0,68,11,0,0,0,49,61,24,38,25,0,0
613,11,406,232,0,0,54,25,0,0,0,28,221,90,56,52,0,0
614,7,281,130,0,0,46,33,0,0,0,15,123,45,43,40,0,0
615,1,39,12,0,0,15,2,0,0,0,3,12,3,7,6,0,0
616,11,239,69,0,0,64,14,0,0,0,40,85,25,29,19,0,0
617,2,74,37,0,0,22,1,0,0,0,6,45,15,12,7,0,0
618,11,162,61,0,0,41,25,0,0,0,24,69,19,33,23,0,0
619,7,254,164,0,0,72,17,0,0,0,26,127,52,67,60,0,0
620,13,556,331,0,0,156,43,0,0,0,52,303,122,113,87,0,0
621,9,192,82,0,0,29,25,0,0,0,41,74,34,22,14,0,0
622,2,62,32,0,0,4,10,0,0,0,4,32,12,9,8,0,0
623,2,6,4,0,0,5,0,0,0,0,4,7,2,1,0,0,0
624,11,157,54,0,0,75,7,0,0,0,40,66,24,13,6,0,0
625,3,43,10,0,0,7,4,0,0,0,5,16,4,4,2,0,0
626,9,361,159,0,0,53,54,0,0,0,40,121,54,61,51,0,0
627,11,460,214,0,0,76,119,0,0,0,28,221,72,94,70,0,0
628,5,29,9,0,0,6,4,0,0,0,8,8,3,4,3,0,0
629,4,34,11,0,0,17,2,0,0,0,5,12,2,9,7,0,0
630,3,113,43,0,0,40,3,0,0,0,15,30,15,17,13,0,0
631,13,255,88,0,0,93,16,0,0,0,34,80,35,31,18,0,0
632,3,33,11,0,0,6,3,0,0,0,6,12,5,1,1,0,0
633,2,34,12,0,0,10,0,0,0,0,7,17,5,5,2,0,0
634,2,45,26,0,0,23,2,0,0,0,12,28,12,4,2,0,0
635,6,173,48,0,0,15,15,0,0,0,25,40,14,25,20,0,0
636,13,178,76,0,0,39,18,0,0,0,32,77,27,25,22,0,0
637,13,404,153,0,0,136,12,0,0,0,47,134,56,50,41,0,0
638,13,439,189,0,0,55,39,0,0,0,44,165,70,63,49,0,0
639,2,31,8,0,0,4,3,0,0,0,4,12,4,0,0,0,0
640,6,131,36,0,0,23,14,0,0,0,20,25,12,24,12,0,0
641,9,278,104,0,0,47,20,0,0,0,35,93,39,32,26,0,0
642,2,77,30,0,0,18,15,0,0,0,11,35,9,14,12,0,0
643,6,259,171,0,0,72,16,0,0,0,21,123,63,54,45,0,0
644,10,87,32,0,0,35,5,0,0,0,14,43,12,10,8,0,0
645,11,348,219,0,0,98,32,0,0,0,41,220,91,56,37,0,0
646,3,36,12,0,0,8,3,0,0,0,7,14,3,7,6,0,0
647,9,203,74,0,0,60,9,0,0,0,33,68,23,34,28,0,0
648,8,75,15,0,0,12,10,0,0,0,8,20,5,5,5,0,0
649,11,192,113,0,0,63,17,0,0,0,14,108,40,39,33,0,0
650,3,99,45,0,0,24,5,0,0,0,9,45,15,18,15,0,0
651,13,213,94,0,0,77,5,0,0,0,36,103,36,23,22,0,0
652,3,87,26,0,0,18,7,0,0,0,12,28,9,8,8,0,0
653,11,260,89,0,0,73,13,0,0,0,49,113,39,21,11,0,0
654,6,161,92,0,0,59,8,0,0,0,23,70,35,28,22,0,0
655,3,109,47,0,0,17,19,0,0,0,10,32,20,11,7,0,0
656,6,250,70,0,0,18,32,0,0,0,20,90,30,19,10,0,0
657,3,54,19,0,0,14,0,0,0,0,16,23,7,6,5,0,0
658,13,371,202,0,0,93,24,0,0,0,54,177,73,73,56,0,0
659,2,63,34,0,0,21,3,0,0,0,11,42,14,8,6,0,0
660,3,28,12,0,0,0,1,0,0,0,3,17,5,2,2,0,0
661,8,67,36,0,0,21,6,0,0,0,10,44,13,14,10,0,0
662,6,257,167,0,0,75,14,0,0,0,20,137,58,65,51,0,0
663,11,303,255,0,0,68,20,0,0,0,52,192,95,81,65,0,0
664,4,48,11,0,0,17,1,0,0,0,7,11,4,6,3,0,0
665,11,496,171,0,0,305,40,0,0,0,28,159,65,67,41,0,0
666,9,351,254,0,0,117,41,0,0,0,36,195,78,107,98,0,0
667,2,64,33,0,0,17,6,0,0,0,6,27,10,15,13,0,0
668,2,43,29,0,0,4,3,0,0,0,6,20,10,11,9,0,0
669,6,122,26,0,0,52,9,0,0,0,16,27,8,14,10,0,0
670,11,322,221,0,0,36,28,0,0,0,35,193,82,59,57,0,0
671,3,118,83,0,0,14,10,0,0,0,7,60,28,33,27,0,0
672,5,27,5,0,0,14,1,0,0,0,4,6,2,2,1,0,0
673,2,55,30,0,0,31,1,0,0,0,5,28,12,9,6,0,0
674,5,46,19,0,0,6,3,0,0,0,7,19,7,6,5,0,0
675,9,333,226,0,0,87,21,0,0,0,29,189,83,70,60,0,0
676,9,371,237,0,0,86,33,0,0,0,29,195,84,79,69,0,0
677,3,64,30,0,0,14,4,0,0,0,4,38,12,7,6,0,0
678,9,408,301,0,0,128,31,0,0,0,38,234,111,94,79,0,0
679,4,22,8,0,0,6,3,0,0,0,1,9,4,1,0,0,0
680,2,18,0,0,0,3,3,0,0,0,2,8,0,0,0,0,0
681,3,63,14,0,0,28,1,0,0,0,12,14,5,8,4,0,0
682,9,415,299,0,0,232,19,0,0,0,17,252,125,110,49,0,0
683,13,269,84,0,0,116,3,0,0,0,59,88,34,22,16,0,0
684,2,20,8,0,0,4,0,0,0,0,2,10,3,2,2,0,0
685,3,122,50,0,0,14,20,0,0,0,15,47,20,12,10,0,0
686,13,468,199,0,0,48,116,0,0,0,27,262,80,51,39,0,0
687,2,18,11,0,0,4,2,0,0,0,2,12,4,3,3,0,0
688,3,32,12,0,0,15,1,0,0,0,6,20,6,1,0,0,0
689,2,78,48,0,0,33,2,0,0,0,9,31,16,22,16,0,0
690,3,36,8,0,0,12,2,0,0,0,3,10,2,8,4,0,0
691,8,147,52,0,0,53,9,0,0,0,34,41,17,25,18,0,0
692,9,142,40,0,0,9,15,0,0,0,13,38,15,18,10,0,0
693,11,56,24,0,0,15,0,0,0,0,10,19,10,7,4,0,0
694,12,205,78,0,0,68,11,0,0,0,36,74,29,25,20,0,0
695,9,340,113,0,0,95,50,0,0,0,41,102,42,36,29,0,0
696,9,129,41,0,0,30,9,0,0,0,23,58,17,9,7,0,0
697,14,565,197,0,0,121,88,0,0,0,50,171,81,58,35,0,0
698,3,84,47,0,0,14,10,0,0,0,5,43,22,4,3,0,0
699,7,41,14,0,0,19,3,0,0,0,4,18,4,6,6,0,0
700,14,544,339,0,0,138,54,0,0,0,54,296,125,109,89,0,0
701,6,17,9,0,0,3,1,0,0,0,3,13,4,3,1,0,0
702,8,119,59,0,0,21,3,0,0,0,24,45,22,18,15,0,0
703,13,423,284,0,0,126,27,0,0,0,53,267,112,80,60,0,0
704,1,19,7,0,0,6,0,0,0,0,3,8,2,3,3,0,0
705,2,72,34,0,0,17,3,0,0,0,8,41,14,8,6,0,0
706,9,183,80,0,0,45,21,0,0,0,26,67,28,47,24,0,0
707,13,232,71,0,0,45,14,0,0,0,28,80,27,22,17,0,0
708,13,197,107,0,0,41,18,0,0,0,17,117,45,21,17,0,0
709,9,157,51,0,0,47,8,0,0,0,31,55,23,10,5,0,0
710,9,321,139,0,0,70,22,0,0,0,34,132,56,35,27,0,0
711,2,53,17,0,0,9,3,0,0,0,11,24,6,8,5,0,0
712,14,426,246,0,0,151,39,0,0,0,53,242,95,68,56,0,0
713,14,566,113,0,0,64,98,0,0,0,49,106,43,36,27,0,0
714,2,42,11,0,0,4,9,0,0,0,3,12,5,3,1,0,0
715,2,27,4,0,0,1,3,0,0,0,5,4,2,4,0,0,0
716,2,47,20,0,0,16,2,0,0,0,5,21,8,5,4,0,0
717,2,61,14,0,0,9,13,0,0,0,6,26,7,0,0,0,0
718,14,576,365,0,0,221,52,0,0,0,43,292,129,142,107,0,0
719,14,220,72,0,0,41,18,0,0,0,28,79,27,25,18,0,0
720,13,459,217,0,0,100,27,0,0,0,51,196,81,63,55,0,0
721,8,95,35,0,0,29,2,0,0,0,18,38,15,14,5,0,0
722,9,370,118,0,0,77,54,0,0,0,39,136,49,36,20,0,0
723,4,15,4,0,0,5,0,0,0,0,3,9,2,0,0,0,0
724,13,572,241,0,0,336,38,0,0,0,38,206,94,75,53,0,0
725,9,298,116,0,0,64,12,0,0,0,40,159,54,14,8,0,0
726,3,126,88,0,0,48,8,0,0,0,10,66,30,30,28,0,0
727,9,330,141,0,0,55,29,0,0,0,21,153,55,44,31,0,0
728,9,123,22,0,0,34,5,0,0,0,26,14,6,11,10,0,0
729,13,364,219,0,0,45,20,0,0,0,22,209,88,53,43,0,0
730,2,89,48,0,0,12,6,0,0,0,5,38,15,20,18,0,0
731,3,88,40,0,0,17,1,0,0,0,9,39,15,12,10,0,0
732,3,125,67,0,0,26,12,0,0,0,17,67,22,33,23,0,0
733,3,110,29,0,0,12,9,0,0,0,14,26,12,14,5,0,0
734,8,226,124,0,0,36,12,0,0,0,25,112,49,36,26,0,0
735,12,540,457,0,0,183,55,0,0,0,44,352,170,142,117,0,0
736,7,90,42,0,0,7,5,0,0,0,20,46,17,9,8,0,0
737,8,185,62,0,0,61,7,0,0,0,29,65,26,17,10,0,0
738,3,144,111,0,0,69,6,0,0,0,10,96,45,38,21,0,0
739,9,56,31,0,0,31,1,0,0,0,20,33,12,12,7,0,0
740,3,42,15,0,0,4,4,0,0,0,4,17,5,5,5,0,0
741,8,269,131,0,0,35,52,0,0,0,39,103,42,55,47,0,0
742,10,337,167,0,0,43,91,0,0,0,33,147,50,88,67,0,0
743,5,152,50,0,0,49,11,0,0,0,25,53,20,18,10,0,0
744,12,339,122,0,0,125,10,0,0,0,52,109,46,39,30,0,0
745,10,157,50,0,0,22,21,0,0,0,31,44,20,17,10,0,0
746,5,167,101,0,0,63,11,0,0,0,12,74,30,49,41,0,0
747,8,89,26,0,0,28,2,0,0,0,13,20,9,14,8,0,0
748,8,208,100,0,0,55,12,0,0,0,33,95,34,41,32,0,0
749,3,127,29,0,0,37,15,0,0,0,14,34,7,20,15,0,0
750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,12,350,137,0,0,71,48,0,0,0,38,148,56,37,25,0,0
752,8,232,115,0,0,33,19,0,0,0,32,106,41,40,33,0,0
753,12,455,264,0,0,118,54,0,0,0,45,235,104,69,56,0,0
754,8,172,62,0,0,83,12,0,0,0,21,72,24,20,14,0,0
755,12,283,139,0,0,76,13,0,0,0,43,116,54,47,31,0,0
756,10,291,197,0,0,99,20,0,0,0,36,201,82,43,33,0,0
757,5,154,56,0,0,46,22,0,0,0,22,57,20,23,16,0,0
758,3,50,20,0,0,10,1,0,0,0,11,22,7,9,6,0,0
759,4,35,12,0,0,25,8,0,0,0,4,13,6,0,0,0,0
760,9,103,25,0,0,19,15,0,0,0,17,30,9,14,7,0,0
761,10,258,131,0,0,54,22,0,0,0,24,112,50,35,31,0,0
762,3,40,30,0,0,7,6,0,0,0,6,29,12,7,6,0,0
763,12,183,46,0,0,60,9,0,0,0,37,47,16,18,14,0,0
764,5,47,20,0,0,6,4,0,0,0,6,21,7,7,6,0,0
765,12,360,146,0,0,96,24,0,0,0,43,144,57,48,32,0,0
766,5,135,78,0,0,34,14,0,0,0,11,70,29,27,20,0,0
767,10,116,37,0,0,35,3,0,0,0,34,54,15,9,7,0,0
768,8,191,123,0,0,52,11,0,0,0,23,114,46,47,31,0,0
769,12,236,44,0,0,31,33,0,0,0,29,55,19,9,6,0,0
770,4,67,39,0,0,9,7,0,0,0,16,27,13,18,13,0,0
771,3,45,32,0,0,18,3,0,0,0,10,31,14,5,4,0,0
772,5,124,45,0,0,8,21,0,0,0,18,45,20,7,5,0,0
773,5,130,63,0,0,19,14,0,0,0,13,78,25,19,13,0,0
